,l,k,m,ic.cohort.biomass.gm
6095,348,OxydArbo,30,37.77383041
6096,348,OxydArbo,100,194.9399462
6097,348,OxydArbo,70,82.29298768
6098,348,CaryGlab,20,13.49065372
6099,348,CaryGlab,50,99.83083751
6100,348,CaryGlab,80,221.9212537
6101,348,QuerPrin,60,89.03831454
6102,348,QuerPrin,130,5191.203551
6103,348,QuerPrin,70,204.3834038
6104,348,QuerVelu,130,1417.867706
6105,348,QuerVelu,100,74.87312814
6106,348,QuerVelu,60,120.7413508
6107,348,QuerAlba,70,143.6754621
6108,348,QuerAlba,130,619.2210057
6109,348,QuerAlba,80,155.8170504
6110,348,LiriTuli,140,1031.360477
6111,348,SassAlid,40,31.70303624
6112,348,PinuVirg,40,96.45817409
6113,348,TsugCana,40,34.40116698
6114,349,QuerAlba,80,154.4679851
6115,349,QuerAlba,60,621.9191364
6116,349,QuerAlba,40,142.3263967
6117,349,QuerAlba,100,307.5869048
6118,349,QuerAlba,130,333.2191468
6119,349,PinuStro,50,87.01471648
6120,349,PinuStro,80,408.7668077
6121,349,PinuStro,70,692.0705357
6122,349,PinuStro,40,49.24088607
6123,349,PinuStro,60,103.2035009
6124,349,PinuStro,130,746.7076833
6125,349,OxydArbo,30,365.5967158
6126,349,OxydArbo,40,392.5780232
6127,349,OxydArbo,50,103.8780336
6128,349,AcerRubr,20,13.49065372
6129,349,AcerRubr,60,215.8504595
6130,349,AcerRubr,40,50.58995144
6131,349,AcerRubr,50,122.7649488
6132,349,AcerRubr,70,489.71073
6133,349,AcerRubr,80,266.4404109
6134,349,QuerFalc,60,283.3037281
6135,349,QuerFalc,80,180.7747598
6136,349,QuerFalc,140,532.2062892
6137,349,PinuEnch,80,505.8995144
6138,349,QuerCocc,130,526.135495
6139,350,NyssSylv,20,274.5348032
6140,350,NyssSylv,30,598.3104924
6141,350,NyssSylv,10,27.65584012
6142,350,PrunSero,20,13.49065372
6143,350,LiriTuli,50,1515.000413
6144,350,LiriTuli,40,129.5102757
6145,350,LiriTuli,10,13.49065372
6146,350,CornFlor,20,227.9920478
6147,350,AcerRubr,40,368.9693792
6148,350,CaryGlab,50,254.9733553
6149,350,SassAlid,20,82.29298768
6150,351,QuerCocc,40,189.5436847
6151,351,QuerCocc,50,632.7116594
6152,351,QuerCocc,70,230.6901786
6153,351,QuerCocc,130,177.4020964
6154,351,QuerCocc,60,103.2035009
6155,351,QuerCocc,90,272.5112051
6156,351,QuerPrin,80,430.3518536
6157,351,QuerPrin,50,222.5957864
6158,351,QuerPrin,100,704.2121241
6159,351,QuerPrin,40,230.0156459
6160,351,QuerPrin,70,252.2752245
6161,351,QuerPrin,60,174.029433
6162,351,AcerRubr,40,84.31658574
6163,351,OxydArbo,60,80.94392231
6164,351,OxydArbo,30,81.618455
6165,351,OxydArbo,70,91.0619126
6166,351,OxydArbo,40,64.75513785
6167,351,BetuLent,30,13.49065372
6168,351,PinuRigi,30,59.35887636
6169,352,AcerRubr,30,122.0904161
6170,352,AcerRubr,90,1815.167458
6171,352,AcerRubr,40,493.7579261
6172,352,AcerRubr,20,33.05210161
6173,352,BetuLent,30,482.2908704
6174,352,BetuLent,40,518.7156355
6175,352,QuerPrin,50,2412.803418
6176,352,QuerPrin,40,577.3999791
6177,352,QuerPrin,90,1283.635701
6178,352,QuerPrin,30,19.56144789
6179,352,QuerPrin,70,1272.168646
6180,352,NyssSylv,30,87.68924917
6181,352,OxydArbo,30,698.1413299
6182,352,OxydArbo,20,25.63224206
6183,352,QuerRubr,20,60.70794173
6184,352,QuerRubr,140,1492.066301
6185,352,TsugCana,20,13.49065372
6186,353,QuerAlba,130,623.2682018
6187,353,QuerAlba,90,583.4707733
6188,353,QuerAlba,50,199.661675
6189,353,CaryGlab,100,1563.566766
6190,353,CaryGlab,60,105.227099
6191,353,CaryGlab,80,169.9822368
6192,353,CaryGlab,70,294.7707837
6193,353,QuerCocc,40,66.10420322
6194,353,QuerCocc,130,1112.978932
6195,353,QuerRubr,70,230.0156459
6196,353,QuerRubr,30,48.56635339
6197,353,QuerRubr,110,1441.47635
6198,353,TsugCana,30,17.53784983
6199,353,QuerPrin,50,134.9065372
6200,353,RobiPseu,40,59.35887636
6201,353,LiriTuli,140,1969.635443
6202,353,LiriTuli,60,113.3214912
6203,353,AcerRubr,50,542.9988122
6204,353,AcerRubr,70,434.3990497
6205,353,AcerRubr,90,945.6948256
6206,353,AcerRubr,60,171.3313022
6207,353,MagnAcum,90,143.0009294
6208,353,PrunSero,50,69.47686665
6209,354,QuerPrin,40,1618.203913
6210,354,QuerPrin,60,460.0312918
6211,354,QuerPrin,50,961.8836101
6212,354,QuerPrin,30,165.9350407
6213,354,QuerPrin,20,34.40116698
6214,354,AcerRubr,40,308.9359701
6215,354,AcerRubr,30,154.4679851
6216,354,NyssSylv,10,94.43457603
6217,354,NyssSylv,20,39.79742847
6218,354,OxydArbo,20,78.24579157
6219,354,OxydArbo,30,58.00981099
6220,354,AmelArbo,10,26.98130744
6221,354,AmelArbo,20,13.49065372
6222,354,QuerCocc,40,302.865176
6223,354,QuerCocc,80,1372.674016
6224,354,QuerCocc,50,314.3322316
6225,355,AescBuck,30,82.96752037
6226,355,AescBuck,50,422.9319941
6227,355,AescBuck,40,44.51915727
6228,355,AmelArbo,20,53.96261487
6229,355,FraxPenn,20,54.63714756
6230,355,AcerRubr,50,563.9093254
6231,356,AcerPens,50,130.8593411
6232,356,AcerPens,30,66.77873591
6233,356,AcerPens,40,64.75513785
6234,356,QuerRubr,90,335.2427449
6235,356,QuerRubr,130,905.8973972
6236,356,BetuAlle,130,246.2044304
6237,356,BetuAlle,60,426.3046575
6238,356,BetuAlle,40,18.21238252
6239,356,PrunSero,60,219.8976556
6240,356,AescBuck,30,18.21238252
6241,357,LiriTuli,40,74.87312814
6242,357,LiriTuli,20,13.49065372
6243,357,LiriTuli,60,754.8020755
6244,357,PinuStro,40,132.2084064
6245,357,PinuStro,30,53.96261487
6246,357,BetuLent,30,200.3362077
6247,357,OxydArbo,30,55.31168024
6248,357,OxydArbo,40,148.3971909
6249,357,QuerRubr,30,135.5810699
6250,358,PinuStro,40,385.8326963
6251,358,PinuStro,30,170.6567695
6252,358,PinuStro,20,64.75513785
6253,358,PinuRigi,40,55.31168024
6254,358,PinuRigi,30,125.4630796
6255,358,OxydArbo,20,47.8918207
6256,358,OxydArbo,10,13.49065372
6257,358,QuerPrin,30,1013.148094
6258,358,QuerPrin,40,244.855365
6259,358,QuerCocc,30,789.2032425
6260,358,QuerCocc,40,1413.145977
6261,358,QuerCocc,20,55.31168024
6262,358,AcerRubr,20,69.47686665
6263,358,AcerRubr,30,236.7609728
6264,358,AcerRubr,40,73.52406276
6265,359,PlanOcid,40,404.0450789
6266,359,PlanOcid,60,463.4039552
6267,359,PlanOcid,50,1133.889445
6268,359,LiriTuli,50,577.3999791
6269,359,LiriTuli,40,206.4070019
6270,359,RobiPseu,40,290.7235876
6271,360,QuerPrin,60,397.299752
6272,360,QuerPrin,80,315.681297
6273,360,QuerPrin,70,513.9939067
6274,360,QuerPrin,130,1001.681039
6275,360,QuerPrin,40,156.4915831
6276,360,QuerPrin,50,77.57125888
6277,360,MagnMacr,50,79.59485694
6278,360,MagnMacr,170,304.888774
6279,360,MagnMacr,30,35.75023235
6280,360,MagnMacr,80,89.71284723
6281,360,AcerRubr,80,269.8130744
6282,360,AcerRubr,60,283.3037281
6283,360,AcerRubr,50,161.8878446
6284,360,AcerRubr,90,324.4502219
6285,360,BetuLent,50,209.7796653
6286,360,BetuLent,60,698.8158626
6287,360,BetuLent,20,13.49065372
6288,360,BetuLent,70,177.4020964
6289,360,LiriTuli,150,256.9969533
6290,360,LiriTuli,140,636.7588555
6291,360,OxydArbo,50,335.9172776
6292,360,OxydArbo,40,45.86822264
6293,360,QuerRubr,130,843.8403901
6294,360,QuerRubr,120,230.0156459
6295,360,QuerRubr,140,489.71073
6296,360,QuerRubr,70,347.3843332
6297,360,RobiPseu,100,141.651864
6298,360,PinuStro,30,27.65584012
6299,361,OxydArbo,40,47.21728801
6300,361,OxydArbo,30,51.26448413
6301,361,AmelArbo,30,13.49065372
6302,361,AmelArbo,20,13.49065372
6303,361,NyssSylv,10,26.98130744
6304,361,NyssSylv,40,84.31658574
6305,361,NyssSylv,30,33.05210161
6306,361,QuerCocc,50,267.7894763
6307,361,QuerCocc,60,207.0815346
6308,361,QuerCocc,90,458.6822264
6309,361,QuerCocc,70,319.0539604
6310,361,QuerCocc,130,429.6773209
6311,361,QuerPrin,50,182.1238252
6312,361,QuerPrin,60,431.700919
6313,361,QuerPrin,40,177.4020964
6314,361,QuerPrin,200,247.5534957
6315,361,QuerPrin,130,152.444387
6316,361,QuerPrin,110,188.1946194
6317,361,QuerPrin,70,124.1140142
6318,361,PinuRigi,80,362.898585
6319,361,SassAlid,10,13.49065372
6320,361,AcerRubr,70,247.5534957
6321,361,AcerRubr,30,13.49065372
6322,361,AcerRubr,60,51.26448413
6323,361,AcerRubr,80,124.7885469
6324,361,TsugCana,40,13.49065372
6325,362,AcerRubr,40,703.5375914
6326,362,AcerRubr,30,534.9044199
6327,362,AcerRubr,20,34.40116698
6328,362,AcerRubr,50,558.5130639
6329,362,TsugCana,40,248.9025611
6330,362,TsugCana,20,58.68434367
6331,362,BetuLent,40,150.420789
6332,362,LiriTuli,30,337.266343
6333,362,LiriTuli,50,363.5731177
6334,362,LiriTuli,60,1117.026128
6335,362,LiriTuli,80,672.5090879
6336,362,QuerAlba,40,671.8345552
6337,362,QuerAlba,30,262.3932148
6338,362,PinuVirg,30,105.9016317
6339,362,OxydArbo,30,91.73644528
6340,362,CornFlor,20,33.7266343
6341,362,QuerCocc,30,188.1946194
6342,362,CaryOvat,40,43.84462458
6343,362,FraxPenn,20,13.49065372
6344,363,TsugCana,20,101.8544356
6345,363,TsugCana,30,243.5062996
6346,363,TsugCana,40,367.6203138
6347,363,AcerRubr,30,218.5485902
6348,363,AcerRubr,40,997.6338425
6349,363,AcerRubr,50,719.7263759
6350,363,AcerRubr,70,598.9850251
6351,363,LiriTuli,190,580.0981099
6352,363,LiriTuli,100,699.4903953
6353,363,LiriTuli,60,509.9467105
6354,363,LiriTuli,120,807.415625
6355,363,LiriTuli,150,860.7037072
6356,363,LiriTuli,80,477.5691416
6357,363,QuerPrin,50,2586.158318
6358,363,QuerPrin,40,543.6733448
6359,363,NyssSylv,40,210.454198
6360,363,AcerPens,30,35.07569967
6361,363,PrunSero,50,298.1434472
6362,363,OxydArbo,20,34.40116698
6363,363,OxydArbo,30,123.4394815
6364,363,MagnMacr,30,62.73153979
6365,364,PinuEnch,40,488.3616646
6366,364,PinuEnch,50,882.2887532
6367,364,NyssSylv,10,13.49065372
6368,364,NyssSylv,20,45.86822264
6369,364,NyssSylv,40,196.2890116
6370,364,TsugCana,20,26.98130744
6371,364,TsugCana,30,34.40116698
6372,364,TsugCana,50,596.961427
6373,364,TsugCana,10,13.49065372
6374,364,OxydArbo,20,50.58995144
6375,364,AcerRubr,40,237.4355054
6376,364,AcerRubr,30,72.17499739
6377,364,RobiPseu,30,33.7266343
6378,364,RobiPseu,80,586.8434367
6379,364,PinuVirg,30,172.0058349
6380,364,PinuVirg,40,172.0058349
6381,364,PinuVirg,20,66.10420322
6382,364,AcerSacc,70,252.2752245
6383,364,FraxAmer,30,70.15139933
6384,364,QuerPrin,20,13.49065372
6385,364,LiriTuli,50,182.7983579
6386,364,BetuLent,20,163.23691
6387,364,CaryAlba,30,40.47196115
6388,364,CaryAlba,50,216.5249922
6389,364,QuerCocc,20,154.4679851
6390,364,CornFlor,20,13.49065372
6391,364,SassAlid,20,13.49065372
6392,365,AcerRubr,40,530.1826911
6393,365,AcerRubr,20,14.83971909
6394,365,AcerRubr,30,296.7943818
6395,365,AcerRubr,60,638.1079209
6396,365,AcerRubr,50,245.5298977
6397,365,AcerRubr,70,868.1235668
6398,365,QuerRubr,50,1507.580553
6399,365,QuerRubr,60,760.198337
6400,365,QuerRubr,80,676.556284
6401,365,QuerPrin,30,182.7983579
6402,365,BetuLent,30,109.2742951
6403,365,BetuLent,40,149.7462563
6404,365,BetuLent,50,531.5317565
6405,365,HaleDipt,60,215.1759268
6406,365,FaguGran,50,339.289941
6407,365,FaguGran,10,26.98130744
6408,365,BetuAlle,60,402.0214808
6409,365,LiriTuli,50,131.5338738
6410,365,CaryCodi,70,359.5259216
6411,366,AcerSacc,30,15.51425178
6412,366,AcerSacc,20,26.98130744
6413,366,AcerSacc,10,40.47196115
6414,366,AcerSacc,70,267.7894763
6415,366,LiquStyr,20,31.02850355
6416,366,LiquStyr,40,360.874987
6417,366,CaryGlab,50,778.4107195
6418,366,CaryGlab,30,70.15139933
6419,366,CaryGlab,60,483.6399358
6420,366,CaryOvat,70,737.2642257
6421,366,CaryOvat,40,273.8602705
6422,366,CaryOvat,50,412.8140038
6423,366,FraxPenn,20,13.49065372
6424,366,RobiPseu,30,44.51915727
6425,366,QuerAlba,70,746.7076833
6426,366,NyssSylv,20,60.03340905
6427,366,QuerCocc,40,2215.165341
6428,366,PinuVirg,30,34.40116698
6429,366,CaryAlba,50,327.1483527
6430,366,AcerRubr,10,13.49065372
6431,366,QuerVelu,60,1544.005318
6432,367,PinuPung,30,319.7284931
6433,367,QuerCocc,30,95.10910871
6434,367,QuerCocc,20,38.4483631
6435,367,QuerCocc,40,1360.532427
6436,367,QuerCocc,50,791.2268406
6437,367,QuerPrin,30,496.4560568
6438,367,PinuVirg,10,13.49065372
6439,367,PinuVirg,30,80.26938962
6440,367,PinuRigi,30,547.720541
6441,367,PinuRigi,20,51.26448413
6442,367,PinuRigi,40,261.0441494
6443,367,NyssSylv,20,58.68434367
6444,367,NyssSylv,30,120.0668181
6445,367,OxydArbo,30,13.49065372
6446,367,RobiPseu,10,13.49065372
6447,367,QuerAlba,40,265.7658782
6448,367,QuerAlba,50,419.5593306
6449,367,SassAlid,30,27.65584012
6450,367,CaryGlab,50,31.02850355
6451,368,PinuVirg,30,425.6301248
6452,368,PinuVirg,40,259.0205514
6453,368,PinuVirg,20,80.26938962
6454,368,SassAlid,10,13.49065372
6455,368,AcerRubr,50,333.8936795
6456,368,AcerRubr,20,28.33037281
6457,368,AcerRubr,30,161.2133119
6458,368,AcerRubr,10,13.49065372
6459,368,AcerRubr,40,104.5525663
6460,368,OxydArbo,30,64.75513785
6461,368,PinuStro,20,20.91051326
6462,368,NyssSylv,20,655.6457707
6463,368,NyssSylv,10,66.10420322
6464,368,CaryGlab,50,165.9350407
6465,368,QuerPrin,40,866.0999687
6466,368,MagnAcum,20,35.75023235
6467,368,TsugCana,30,29.67943818
6468,369,PinuStro,20,21.58504595
6469,369,PinuStro,40,101.1799029
6470,369,PinuStro,90,615.1738095
6471,369,OxydArbo,20,62.0570071
6472,369,AcerRubr,50,1239.791077
6473,369,AcerRubr,40,645.5277804
6474,369,AcerRubr,20,20.23598058
6475,369,NyssSylv,30,57.3352783
6476,369,NyssSylv,20,358.1768562
6477,369,PinuEnch,30,13.49065372
6478,369,QuerPrin,50,321.0775585
6479,369,QuerAlba,30,96.45817409
6480,369,QuerAlba,40,267.7894763
6481,369,CaryGlab,30,55.98621293
6482,370,SassAlid,10,80.94392231
6483,370,SassAlid,20,40.47196115
6484,370,QuerAlba,40,383.1345656
6485,370,QuerAlba,100,990.2139829
6486,370,QuerAlba,30,290.0490549
6487,370,PinuStro,30,348.0588659
6488,370,PinuStro,40,446.5406381
6489,370,QuerCocc,30,285.3273261
6490,370,MagnAcum,10,13.49065372
6491,370,QuerPrin,30,116.019622
6492,370,QuerPrin,20,26.98130744
6493,370,AcerRubr,10,28.33037281
6494,370,AcerRubr,20,157.1661158
6495,370,AcerRubr,30,214.5013941
6496,370,AcerRubr,60,300.8415779
6497,370,AcerRubr,40,173.3549003
6498,370,AmelArbo,20,13.49065372
6499,370,NyssSylv,20,50.58995144
6500,370,PinuVirg,30,35.75023235
6501,370,OxydArbo,10,13.49065372
6502,370,QuerRubr,10,13.49065372
6503,370,IlexOpac,10,13.49065372
6504,370,LiriTuli,30,47.21728801
6505,371,QuerVelu,50,134.9065372
6506,371,PinuStro,40,574.0273157
6507,371,PinuStro,50,230.0156459
6508,371,PinuStro,30,230.0156459
6509,371,PinuStro,20,53.96261487
6510,371,QuerRubr,140,1388.8628
6511,371,QuerRubr,80,501.8523183
6512,371,QuerAlba,30,50.58995144
6513,371,QuerAlba,40,140.3027987
6514,371,QuerPrin,100,629.338996
6515,371,QuerPrin,40,23.60864401
6516,371,QuerPrin,30,182.7983579
6517,371,QuerPrin,60,868.1235668
6518,371,QuerPrin,50,584.145306
6519,371,QuerPrin,140,564.5838581
6520,371,QuerPrin,90,1082.624961
6521,371,NyssSylv,20,26.98130744
6522,371,NyssSylv,10,26.98130744
6523,371,AcerRubr,20,53.96261487
6524,371,AcerRubr,50,456.6586284
6525,371,OxydArbo,10,13.49065372
6526,372,FraxPenn,40,186.1710213
6527,372,BetuAlle,40,136.9301352
6528,372,BetuAlle,30,27.65584012
6529,372,TsugCana,80,1620.902044
6530,372,TsugCana,40,230.0156459
6531,372,TsugCana,30,130.8593411
6532,372,TsugCana,60,466.102086
6533,372,TsugCana,20,13.49065372
6534,372,QuerRubr,40,325.7992873
6535,372,QuerRubr,30,132.2084064
6536,372,QuerRubr,80,988.1903849
6537,372,AcerRubr,40,676.556284
6538,372,AcerRubr,60,406.0686769
6539,372,AcerRubr,20,68.12780128
6540,372,AcerRubr,50,182.1238252
6541,372,AcerRubr,30,53.96261487
6542,372,AcerSacc,60,132.2084064
6543,372,QuerPrin,40,507.2485798
6544,372,QuerCocc,30,54.63714756
6545,372,QuerAlba,30,516.0175047
6546,373,AcerRubr,20,82.29298768
6547,373,AcerRubr,10,13.49065372
6548,373,AcerRubr,40,111.9724259
6549,373,CornFlor,10,13.49065372
6550,373,PinuStro,30,21.58504595
6551,373,OxydArbo,20,158.5151812
6552,373,OxydArbo,30,37.77383041
6553,373,PinuVirg,40,216.5249922
6554,373,PinuVirg,60,431.0263863
6555,373,PinuVirg,70,263.0677475
6556,373,PinuVirg,30,32.37756892
6557,373,RobiPseu,40,70.82593202
6558,373,QuerPrin,40,153.7934524
6559,373,QuerPrin,140,2192.905762
6560,373,QuerPrin,30,82.29298768
6561,373,QuerPrin,50,1440.127284
6562,373,QuerCocc,40,458.6822264
6563,373,QuerCocc,50,281.9546627
6564,373,CaryGlab,40,36.42476504
6565,373,QuerRubr,50,378.4128368
6566,373,CaryOvat,20,13.49065372
6567,374,CaryGlab,20,13.49065372
6568,374,LiriTuli,20,151.7698543
6569,374,LiriTuli,50,809.4392231
6570,374,LiriTuli,30,476.8946089
6571,374,LiriTuli,70,1301.173551
6572,374,LiriTuli,80,1166.941547
6573,374,LiriTuli,60,784.4815137
6574,374,AcerRubr,30,216.5249922
6575,374,OxydArbo,30,393.2525559
6576,374,OxydArbo,20,156.4915831
6577,374,BetuLent,20,162.5623773
6578,374,NyssSylv,10,46.54275533
6579,375,AcerRubr,40,333.2191468
6580,375,AcerRubr,60,366.9457811
6581,375,AcerRubr,30,275.2093359
6582,375,AcerRubr,20,13.49065372
6583,375,AcerRubr,50,239.4591035
6584,375,QuerPrin,40,192.9163482
6585,375,QuerPrin,80,741.9859545
6586,375,QuerPrin,90,1589.199008
6587,375,QuerPrin,30,184.8219559
6588,375,QuerPrin,50,447.2151708
6589,375,QuerPrin,70,730.5188988
6590,375,QuerPrin,60,557.8385312
6591,375,QuerPrin,100,1193.248321
6592,375,QuerRubr,60,762.8964678
6593,375,QuerRubr,140,2561.200608
6594,375,CaryGlab,80,1028.662346
6595,375,CaryGlab,70,541.6497468
6596,375,OxydArbo,20,60.03340905
6597,375,OxydArbo,30,58.00981099
6598,375,LiriTuli,110,648.2259112
6599,375,AcerPens,20,33.05210161
6600,375,AcerPens,10,13.49065372
6601,376,QuerAlba,130,1243.16374
6602,376,PinuStro,40,48.56635339
6603,376,PinuStro,60,195.6144789
6604,376,PinuStro,30,26.98130744
6605,376,PinuStro,90,237.4355054
6606,376,PinuStro,50,40.47196115
6607,376,QuerCocc,130,3927.80383
6608,376,QuerCocc,80,122.0904161
6609,376,AcerRubr,80,300.1670452
6610,376,AcerRubr,60,60.03340905
6611,376,AcerRubr,70,53.28808219
6612,376,AcerRubr,40,13.49065372
6613,376,LiriTuli,60,35.75023235
6614,376,OxydArbo,40,136.9301352
6615,376,OxydArbo,70,150.420789
6616,376,OxydArbo,30,13.49065372
6617,376,CaryGlab,30,13.49065372
6618,377,QuerPrin,120,399.9978827
6619,377,QuerPrin,30,822.2553441
6620,377,QuerPrin,110,900.5011357
6621,377,QuerPrin,50,794.599504
6622,377,QuerPrin,40,356.8277908
6623,377,QuerPrin,20,96.45817409
6624,377,AmelArbo,30,101.8544356
6625,377,AmelArbo,20,138.2792006
6626,377,OxydArbo,30,122.0904161
6627,377,OxydArbo,20,29.67943818
6628,377,AcerRubr,30,13.49065372
6629,377,AcerRubr,50,174.029433
6630,377,QuerRubr,20,19.56144789
6631,377,QuerRubr,50,149.7462563
6632,377,PinuVirg,50,421.5829287
6633,377,PinuVirg,30,76.22219351
6634,377,BetuLent,40,196.9635443
6635,377,BetuLent,50,177.4020964
6636,378,MagnMacr,20,107.2506971
6637,378,MagnMacr,30,169.3077042
6638,378,BetuLent,30,824.9534749
6639,378,BetuLent,20,70.82593202
6640,378,PrunPenn,30,577.3999791
6641,378,AcerRubr,30,317.7048951
6642,378,AcerRubr,20,26.98130744
6643,378,PrunSero,40,176.7275637
6644,378,LiriTuli,30,137.6046679
6645,378,QuerRubr,30,198.3126097
6646,378,RobiPseu,30,218.5485902
6647,378,TiliAmer,30,147.0481255
6648,378,QuerPrin,30,122.7649488
6649,379,QuerPrin,30,493.0833934
6650,379,QuerPrin,40,817.5336153
6651,379,QuerPrin,50,431.700919
6652,379,QuerPrin,80,727.1462354
6653,379,LiriTuli,60,122.7649488
6654,379,LiriTuli,50,273.1857378
6655,379,LiriTuli,40,138.9537333
6656,379,OxydArbo,20,96.45817409
6657,379,OxydArbo,30,177.4020964
6658,379,OxydArbo,10,26.98130744
6659,379,AcerRubr,50,311.6341009
6660,379,AcerRubr,40,502.526851
6661,379,AcerRubr,20,78.24579157
6662,379,AcerRubr,60,337.9408756
6663,379,AcerRubr,30,32.37756892
6664,379,PinuEnch,40,241.4827016
6665,379,CaryGlab,40,13.49065372
6666,379,CaryGlab,30,13.49065372
6667,379,QuerVelu,30,136.2556026
6668,379,QuerCocc,30,157.8406485
6669,379,QuerCocc,40,257.671486
6670,379,QuerCocc,50,337.9408756
6671,379,PinuStro,130,733.2170296
6672,379,BetuLent,30,146.3735928
6673,379,PinuVirg,30,78.24579157
6674,379,SassAlid,10,13.49065372
6675,380,BetuAlle,40,592.2396982
6676,380,BetuAlle,30,484.3144685
6677,380,BetuAlle,20,40.47196115
6678,380,BetuAlle,10,13.49065372
6679,380,MagnMacr,30,62.0570071
6680,380,TsugCana,20,13.49065372
6681,380,TsugCana,50,773.6889907
6682,380,TsugCana,40,100.5053702
6683,380,AcerRubr,30,238.1100381
6684,380,AcerRubr,60,733.8915623
6685,380,AcerRubr,40,469.4747494
6686,380,AcerRubr,20,13.49065372
6687,380,PrunPenn,30,14.1651864
6688,380,BetuLent,20,26.98130744
6689,380,PrunSero,40,416.8611999
6690,380,AcerSacc,20,40.47196115
6691,380,AcerSacc,50,337.266343
6692,380,AcerSacc,10,13.49065372
6693,380,AcerSacc,30,39.79742847
6694,380,QuerVelu,40,122.7649488
6695,381,QuerAlba,20,902.5247337
6696,381,QuerAlba,30,1941.979603
6697,381,QuerAlba,40,754.1275428
6698,381,QuerPrin,30,977.3978619
6699,381,QuerPrin,20,161.8878446
6700,381,QuerPrin,40,1547.377981
6701,381,PinuStro,20,136.2556026
6702,381,PinuStro,10,40.47196115
6703,381,AcerRubr,20,478.918207
6704,381,AcerRubr,10,13.49065372
6705,381,AcerRubr,30,619.2210057
6706,381,OxydArbo,10,40.47196115
6707,381,OxydArbo,20,113.9960239
6708,381,LiriTuli,20,298.8179799
6709,381,LiriTuli,50,829.000671
6710,381,LiriTuli,30,553.1168024
6711,381,TsugCana,30,113.3214912
6712,381,QuerCocc,30,2627.304812
6713,381,QuerCocc,20,453.9604976
6714,381,CaryGlab,50,769.6417946
6715,382,OxydArbo,10,67.45326859
6716,382,PinuRigi,20,775.0380561
6717,382,PinuRigi,30,106.5761644
6718,382,PinuRigi,10,13.49065372
6719,382,PinuVirg,10,40.47196115
6720,382,PinuVirg,20,53.28808219
6721,382,NyssSylv,10,13.49065372
6722,382,QuerPrin,10,67.45326859
6723,382,QuerStel,10,13.49065372
6724,383,PinuVirg,40,644.8532477
6725,383,PinuVirg,50,241.4827016
6726,383,PinuVirg,30,95.7836414
6727,383,PinuVirg,70,281.28013
6728,383,PinuVirg,60,90.38737991
6729,383,PinuVirg,90,337.9408756
6730,383,NyssSylv,20,13.49065372
6731,383,NyssSylv,10,13.49065372
6732,383,QuerStel,50,107.2506971
6733,383,QuerStel,90,638.7824536
6734,383,QuerStel,30,35.07569967
6735,383,QuerPrin,80,576.0509138
6736,383,QuerPrin,40,96.45817409
6737,383,QuerPrin,50,186.845554
6738,383,PinuStro,50,194.2654135
6739,383,FaguGran,20,13.49065372
6740,383,MagnMacr,30,29.67943818
6741,383,AcerRubr,50,143.0009294
6742,383,AcerRubr,60,125.4630796
6743,383,AcerRubr,30,31.70303624
6744,383,AcerRubr,40,41.14649384
6745,383,AcerRubr,20,13.49065372
6746,383,OxydArbo,40,260.3696168
6747,383,PinuEnch,70,272.5112051
6748,383,PinuEnch,60,165.9350407
6749,383,PinuEnch,40,13.49065372
6750,383,CaryGlab,50,161.2133119
6751,383,TsugCana,60,131.5338738
6752,384,AcerRubr,40,226.6429825
6753,384,AcerRubr,30,120.7413508
6754,384,AcerRubr,20,13.49065372
6755,384,QuerPrin,30,863.401838
6756,384,QuerPrin,60,1380.768408
6757,384,QuerPrin,50,843.8403901
6758,384,QuerPrin,40,308.9359701
6759,384,QuerPrin,10,13.49065372
6760,384,PinuVirg,20,51.26448413
6761,384,PinuVirg,30,950.4165544
6762,384,PinuVirg,40,460.7058245
6763,384,PinuVirg,50,180.7747598
6764,384,OxydArbo,20,301.5161106
6765,384,OxydArbo,30,84.99111842
6766,384,CaryGlab,50,309.6105028
6767,384,QuerCocc,40,321.7520912
6768,384,QuerCocc,30,228.6665805
6769,384,TsugCana,20,16.18878446
6770,384,TsugCana,30,27.65584012
6771,384,NyssSylv,10,116.6941547
6772,384,NyssSylv,20,56.66074562
6773,384,PinuStro,40,189.5436847
6774,384,PinuStro,30,87.01471648
6775,385,PinuStro,40,273.1857378
6776,385,AcerRubr,60,592.2396982
6777,385,AcerRubr,30,83.64205305
6778,385,AcerRubr,40,223.270319
6779,385,AcerRubr,50,393.2525559
6780,385,AcerRubr,70,341.3135391
6781,385,AcerRubr,20,78.24579157
6782,385,QuerCocc,110,819.5572134
6783,385,QuerCocc,30,263.0677475
6784,385,QuerCocc,40,300.8415779
6785,385,QuerCocc,50,405.3941442
6786,385,PinuEnch,30,289.3745223
6787,385,OxydArbo,30,84.99111842
6788,385,OxydArbo,20,149.7462563
6789,385,OxydArbo,50,165.260508
6790,385,NyssSylv,30,55.98621293
6791,385,NyssSylv,10,13.49065372
6792,385,QuerPrin,30,500.5032529
6793,385,TsugCana,40,249.5770938
6794,385,BetuLent,40,165.9350407
6795,386,AcerRubr,30,47.21728801
6796,386,AcerRubr,20,13.49065372
6797,386,AcerRubr,10,53.96261487
6798,386,QuerPrin,20,74.19859545
6799,386,PinuVirg,40,774.3635234
6800,386,PinuVirg,20,79.59485694
6801,386,PinuVirg,30,151.7698543
